codice;descrizione;um;prezzo_listino;pz_conf;min_vend;prezzo_unitario;stato;note;pagina
T10066;DIMA PER FORATURA TELAIO S140;CF;86.45;1.0;1.0;86.45;Attivo - gestito;;21
T10067;DIMA PER FORATURA ANTA S140;CF;74.03;1.0;1.0;74.03;Attivo - gestito;;21
T10082;S140 - DIMA FORATURA PER TELAIO OX E OXO;CF;67.53;1.0;1.0;67.53;Attivo - gestito;;21
T10083;C67KM - DIMA FORATURA SQ. STIPITE INT.;CF;31.45;1.0;1.0;31.45;Attivo - gestito;;21
T10084;C67KM - DIMA FORATURA SQ. STIPITE EST.;CF;25.16;1.0;1.0;25.16;Attivo - gestito;;22
T10085;C67KM - DIMA FORATURA SQ. ANTA INT.;CF;32.66;1.0;1.0;32.66;Attivo - gestito;;22
T10086;C67KM - DIMA FORATURA SQ. ANTA EST.;CF;24.72;1.0;1.0;24.72;Attivo - gestito;;22
T10094;DIMA DI FORATURA CERNIERA 62,5 - 78 - 84;CF;57.61;1.0;1.0;57.61;Attivo - gestito;;22
T10095;DIMA DI FORATURA CERNIERA 70,5 - 92;CF;66.44;1.0;1.0;66.44;Attivo - gestito;;22
T10099;AK+ & HD DIMA DI FORATURA CERNIERE A/R;CF;28.59;1.0;1.0;28.59;Attivo - gestito;;22
T10101;AK+ DIMA DI FORATURA CERNIERE A/R;PZ;28.59;1.0;1.0;28.59;Attivo - gestito;;22
T10110;AK+ DIMA DI FORATURA BRACCI;PZ;41.06;1.0;1.0;41.06;Attivo - gestito;;22
T10111;AK+ DIMA MONTAGGIO INCONTRO A/R;CF;18.65;1.0;1.0;18.651;Attivo - gestito;;22
T10117;AK+ DIMA DI FORATURA ASTA;CF;38.52;1.0;1.0;38.52;Attivo - gestito;;22
T10124;DIMA FORATURA MONT CERNIERE A STELO K-N;CF;119.9;1.0;1.0;119.9;Attivo - gestito;;22
T10131;SC156-HI DIMA FOR. MONT.SOGLIA TIPO OX;CF;43.14;1.0;1.0;43.14;Attivo - gestito;;22
T10132;SC156-HI DIMA DI FORATURA ANTA;CF;40.83;1.0;1.0;40.83;Attivo - gestito;;22
T10133;SC156-HI DIMA FOR.SOGLIA/TRAV. TIPO OX;CF;23.29;1.0;1.0;23.29;Attivo - gestito;;22
T10134;SC156-HI DIMA FORATURA ANTA NODO SLIM;CF;47.34;1.0;1.0;47.34;Attivo - gestito;;22
T10139;SC156HI DIMA FORATURA CENTRAGGI CARRELLI;CF;23.51;1.0;1.0;23.51;Attivo - gestito;;22
T50014;CHIAVE DI REGOLAZIONE CERNIERE PORTE;CF;5.68;1.0;1.0;5.682;Attivo - gestito;;22
T50015;ESTRATTORE PERNO CERNIERE PORTE TRE ALI;CF;4.98;1.0;1.0;4.978;Attivo - gestito;;22
T90000;CACCIASPINE PER SPINE DIAMETRO 3MM T34;PZ;33.85;1.0;1.0;33.85;Attivo - gestito;;22
T90078;KIT PRIMO FORCELLE PER T00107;PZ;176.76;1.0;1.0;176.76;Attivo - gestito;;22
T90079;KIT SECONDO FORCELLE PER T00107;PZ;114.0;1.0;1.0;114.0;Attivo - gestito;;22
T90080;KIT TERZO FORCELLE PER T00107;PZ;382.5;1.0;1.0;382.5;Attivo - gestito;;22
V00010;GUARN. 2.5-3 INTERNA VETRO AD INFILARE;ML;0.78;240.0;1.0;0.777;Attivo - gestito;;22
V00012;GUARNIZIONE INTERNA VETRO H=4;ML;1.21;50.0;1.0;1.211;Attivo - gestito;;22
V00013;GUARNIZIONE INTERNA VETRO H6;ML;1.34;50.0;1.0;1.335;Attivo - gestito;;22
V00014;GUARNIZIONE INTERNA VETRO H=8;ML;1.67;50.0;1.0;1.667;Attivo - gestito;;22
V00015;GUARNIZIONE INTERNA VETRO H=10;ML;1.94;50.0;1.0;1.936;Attivo - gestito;;22
V00016;GUARNIZIONE INTERNA VETRO H=12;ML;2.16;50.0;1.0;2.163;Attivo - gestito;;22
V00017;GUARNIZIONE INTERNA VETRO H=14;ML;2.27;1.0;1.0;2.267;Attivo - gestito;;22
V00024;GUARN. INTERNA VETRO PIATTA - 3.5÷4.5 MM;ML;0.63;180.0;1.0;0.632;Attivo - gestito;;22
V00025;GUARN. INTERNA VETRO PIATTA - 4.5÷5.5 MM;ML;0.71;160.0;1.0;0.714;Attivo - gestito;;22
V00026;GUARN. INTERNA VETRO PIATTA - 5.5÷6.5 MM;ML;0.81;140.0;1.0;0.808;Attivo - gestito;;22
V00027;GUARN. INTERNA VETRO PIATTA - 6.5÷7.5 MM;ML;1.15;120.0;1.0;1.149;Attivo - gestito;;22
V00030;GUARN. INT. VETRO PIATTA - 1.5÷2.5 MM;ML;0.5;300.0;1.0;0.497;Attivo - gestito;;22
V00030P;GUARN. INT. VETRO PIATTA - 1.5÷2.5 MM;ML;0.99;50.0;50.0;0.994;Attivo - gestito;;22
V02000;GUARN. COESTRUSA PER LABIRINTO INFINIUM;ML;1.99;300.0;1.0;1.987;Attivo - gestito;;22
V02000P;KIT GUAR. COESTRUSA PER LABIRINTO INFIN.;CF;25.5;10.0;1.0;2.55;Attivo - gestito;;22
V02001;GUARN. GIUNTO AP. COESTRUSO ISOLATO C67K;ML;2.98;25.0;1.0;2.981;Attivo - gestito;;22
V02011;GIUNTO APERTO ISOLATO PER SPORGERE;ML;2.88;50.0;1.0;2.877;Attivo - gestito;;22
V02014;GUARNIZIONE GIUNTO APERTO PER BILICO;ML;3.64;25.0;1.0;3.643;Attivo - gestito;;22
V02015;GUARNIZIONE CENTRALE LABIRINTO;ML;0.75;100.0;1.0;0.746;Attivo - gestito;;22
V02015P;KIT GUARNIZIONE CENTRALE LABIRINTO;CF;14.68;10.0;1.0;1.468;Attivo - gestito;;22
V02024;GUARN. GIUNTO APERTO ISOLATO;ML;4.85;30.0;30.0;4.854;Attivo - gestito;;22
V02027;SC156 - GUARNIZIONE CENTRALE LABIRINTO;ML;2.77;50.0;1.0;2.774;Attivo - gestito;;22
V02027M;SC156-KIT GUARNIZIONE CENTRALE LABIRINTO;CF;57.94;10.0;1.0;5.794;Attivo - gestito;;22
V03000;GUARN. BATTUTA E TENUTA EST. VETRO C67K;ML;0.45;150.0;1.0;0.445;Attivo - gestito;;22
V03003;GUARN. DI BATTUTA PER SCURETTI T34;ML;0.73;150.0;1.0;0.725;Attivo - gestito;;22
V03004;GUARNIZ. DI BATT.(H IN LAVORO 3.5MM) T34;ML;0.9;100.0;1.0;0.901;Attivo - gestito;;22
V03009;GUARNIZIONE DI BATTUTA;ML;0.59;100.0;1.0;0.59;Attivo - gestito;;22
V03011;GUARNIZ. RIPORTO 2 ANTE;ML;0.45;100.0;1.0;0.445;Attivo - gestito;;22
V03012;GUARN.BATTUTA AD INFILARE (GREY);ML;1.21;100.0;1.0;1.211;Attivo - gestito;;22
V03018;GUARNIZIONE COESTRUSA AD INFILARE;ML;0.82;100.0;1.0;0.818;Attivo - gestito;;22
V03018P;KIT GUARNIZIONE COESTRUSA AD INFILARE;CF;15.56;10.0;1.0;1.556;Attivo - gestito;;22
V03023;GUARN. INVERSIONE BATTUTA INFISSO A SPOR;ML;4.32;25.0;1.0;4.316;Attivo - gestito;;22
V03025;GUARNIZIONE BATTUTA CENTRALE PER BILICO;ML;4.25;25.0;1.0;4.254;Attivo - gestito;;22
V03026;GUARN. BATTUTA SOGLIA RIDOTTA;ML;1.49;80.0;1.0;1.491;Attivo - gestito;;22
V03027;GUARNIZIONE BATTUTA DUE ANTE;ML;0.7;120.0;1.0;0.704;Attivo - gestito;;22
V03030;S140 - GUARNIZIONE ANTA;ML;0.88;150.0;1.0;0.88;Attivo - gestito;;22
V03030P;S140 - KIT GUARNIZIONE ANTA;CF;52.74;30.0;1.0;1.758;Attivo - gestito;;22
V04000;GUARNIZIONE A U DA 38MM PER DOPPIOV. INF;ML;5.25;100.0;1.0;5.247;Attivo - gestito;;22
V04000P;KIT GUARN. A U DA 38MM PER DOPPIOV. INFI;CF;189.41;25.0;1.0;7.576;Attivo - gestito;;22
V04026;PLZ GUARN.SLIDING FL.VETRO 10MM L=3000MM;PZ;24.32;1.0;1.0;24.32;Attivo - gestito;;22
V04027;PLZ GUARNIZIONE STAR GLASS VETRO 10 MM;PZ;24.32;1.0;33.0;24.32;Attivo - gestito;;22
V05003;GUARNIZIONE DI BASE APPOGGIO TELAI C67K;ML;6.24;30.0;1.0;6.241;Attivo - gestito;;23
V05009;GUARN.FINITURA INVERS BATT. STIP.PORTE;ML;2.88;50.0;1.0;2.877;Attivo - gestito;;23
V05021;GUARN.FINITURA INVERS BATT.STIP.PORTE;ML;3.21;50.0;1.0;3.209;Attivo - gestito;;23
V05025;GUARN. FINITURA STIPITE SERIE K;ML;1.07;25.0;1.0;1.066;Attivo - gestito;;23
V05029;S140-GUARN. DI FINITURA LABIRINTO;ML;0.6;150.0;1.0;0.601;Attivo - gestito;;23
V05029P;S140-KIT GUARN. DI FINITURA LABIRINTO;CF;12.25;10.0;1.0;1.225;Attivo - gestito;;23
V05031;S140-GUARN. FINITURA TELAIO SENZA PINNE;ML;1.67;75.0;1.0;1.667;Attivo - gestito;;23
V05031P;S140-KIT GUAR. FINIT. TELAIO SENZA PINNE;CF;32.66;10.0;1.0;3.266;Attivo - gestito;;23
V05032;S140-GUARN. FINITURA TELAIO CON PINNE;ML;2.05;50.0;1.0;2.05;Attivo - gestito;;23
V05032P;S140-KIT GUAR. FINITURA TELAIO CON PINNE;CF;39.95;10.0;1.0;3.995;Attivo - gestito;;23
V05051;S146LM GUARNIZIONE COPRI CAVA;ML;4.09;25.0;1.0;4.088;Attivo - gestito;;23
V09001;S146LM GUARNIZIONE TELAIO/ANTA;ML;1.39;250.0;250.0;1.387;Attivo - gestito;;23
V09032;GUARNIZIONE ISOLANTE L=2000;PZ;4.58;1.0;15.0;4.575;Attivo - gestito;;23
V09045;INFINIUM - GUARNIZIONE PARACOLPO;PZ;24.61;1.0;1.0;24.61;Attivo - gestito;;23
V09047;PLZ BIAD.VHB 4936P SP.0,64MMH14MML=5500;PZ;58.27;1.0;33.0;58.27;Attivo - gestito;;23
V09049;C75S C82SCS-ELEM.ISOL.SOTTO VETRO 39X6;ML;0.56;20.0;20.0;0.559;Attivo - gestito;;23
V09050;S140 - GUARNIZIONE ISOLANTE SOTTO VETRO;PZ;4.04;1.0;30.0;4.037;Attivo - gestito;;23
V09092;K-VIEW GUARNIZIONE ESTERNA VETRO;ML;3.87;150.0;1.0;3.871;Attivo - gestito;;23
V09092P;K-VIEW KIT GUARN. ESTERNA VETRO;CF;104.77;25.0;1.0;4.191;Attivo - gestito;;23
V09093;K-VIEW GUARNIZIONE INTERNA VETRO H2MM;ML;2.1;300.0;1.0;2.101;Attivo - gestito;;23
V09093P;K-VIEW KIT GUARN. INTERNA VETRO H2MM;CF;60.64;25.0;1.0;2.426;Attivo - gestito;;23
V09094;K-VIEW GUARNIZIONE INTERNA VETRO H6MM;ML;1.61;125.0;1.0;1.605;Attivo - gestito;;23
V09094P;K-VIEW KIT GUAR. INTERNA VETRO H6MM;ML;47.67;25.0;1.0;47.67;Attivo - gestito;;23
V10000P;SPAZ.IN PILE 6.9MMX8.5MM+PINNA NERO INFI;ML;0.49;250.0;1.0;0.487;Attivo - gestito;;23
V10017;PLZ SPAZZOLINO 4.7X7 MM SLID.FLOOR 2.0;ML;0.88;325.0;1.0;0.88;Attivo - gestito;;23
V10022;SPAZZOLINO L=9.6 H=10 QUADRIFIN;ML;0.85;1.0;1.0;0.849;Attivo - gestito;;23
V20000;TAPPO DI TENUTA CENTRALE (TELAIO) INFINI;CF;15.11;2.0;1.0;7.556;Attivo - gestito;;23
V20008;S140 - LISTELLO LDPE TRAVERSO SUPERIORE;PZ;4.47;1.0;1.0;4.471;Attivo - gestito;;23
V20009;S140 - LISTELLO LDPE 54X4 MM;ML;1.94;10.0;10.0;1.936;Attivo - gestito;;23
V20010;S140 - LISTELLO LDPE 40X16 MM;PZ;5.13;1.0;5.0;5.134;Attivo - gestito;;23
V21009;LISTELLO ISOLANTE 38X18 (BARRE DA 1 MT);CF;21.63;10.0;1.0;2.163;Attivo - gestito;;23
V21010;LISTELLO ISOLANTE 75X27 (BARRE DA 1 MT);CF;42.81;10.0;1.0;4.281;Attivo - gestito;;23
V21015;LIST.ISOLANTE 47X10 IN POLIURETANO;CF;5.47;1.0;1.0;5.465;Attivo - gestito;;23
V23000;S140 - LISTELLO ISOLANTE SAGO. ADESIVO T;PZ;4.42;1.0;20.0;4.419;Attivo - gestito;;23
V23001;S140 - LISTELLO ISOLANTE 35X9 MM;PZ;0.66;1.0;20.0;0.663;Attivo - gestito;;23
V23002;S140 - LISTELLO ISOLANTE 50X39 MM;PZ;1.02;1.0;20.0;1.015;Attivo - gestito;;23
V23003;S140 - LISTELLO ISOLANTE 24X9 MM;PZ;0.52;1.0;20.0;0.518;Attivo - gestito;;23
V23004;SC156-HI -LISTELLO ISOLANTE 24X42MM;PZ;1.11;1.0;25.0;1.108;Attivo - gestito;;23
V23005;SC156-HI -LISTELLO ISOLANTE 6X55MM;PZ;0.95;1.0;30.0;0.953;Attivo - gestito;;23
V29000;ML. 1.5 LISTELLO ISOLANTE PER DOGHE T34;PZ;1.11;1.0;100.0;1.108;Attivo - gestito;;23
V29002;LISTEL.ISOLANTE STIPITE E INVER. 23X34MM;CF;3.36;1.0;1.0;3.364;Attivo - gestito;;23
V29003;LIST.ISOLANTE PER ANTA AGGIU ZOC.23X42MM;CF;3.54;1.0;1.0;3.54;Attivo - gestito;;23
V31000;LABIRINTO X DOPPIO VETRO PCV L=4000 INFI;PZ;12.37;1.0;1.0;12.368;Attivo - gestito;;23
V31008;LABIRINTO IN PVC PER VETRO TRIPLO L=4000;PZ;12.8;1.0;1.0;12.803;Attivo - gestito;;23
V31013;S140 - LABIRINTO STANDARD;PZ;26.82;1.0;1.0;26.82;Attivo - gestito;;23
V31014L6800;S146 LM - PROFILO LABIRINTO L=6,8;PZ;15.68;1.0;1.0;15.68;Attivo - gestito;;23
V31015;S140 - LABIRINTO SLIM;PZ;12.26;1.0;1.0;12.255;Attivo - gestito;;23
V31208;COVER TELAIO;PZ;35.21;1.0;1.0;35.21;Attivo - gestito;;23
V31209;S140 - PVC COVER TELAIO SOGLIA BASSA;PZ;21.63;1.0;1.0;21.63;Attivo - gestito;;23
V31210;S140 - COVER ANTA PVC;PZ;44.99;1.0;1.0;44.99;Attivo - gestito;;23
V31211;S140 - PVC COVER TELAIO SOGLIA BASSA OX;PZ;19.64;1.0;1.0;19.644;Attivo - gestito;;23
V31212;S140 - PVC COVER TELAIO OX;PZ;16.29;1.0;1.0;16.291;Attivo - gestito;;23
V31213;S146LM COVER PER SOGLIA STD.;PZ;52.63;1.0;1.0;52.63;Attivo - gestito;;23
V31214;S146LM COVER PER STIPITE L=6.5M;PZ;48.78;1.0;1.0;48.78;Attivo - gestito;;23
V31917;PLZ COVER DI FINITURA L=2M;CF;27.43;1.0;1.0;27.43;Attivo - gestito;;23
V31938L5000;SC156 - PROFILO SOGLIA R.7035;PZ;128.02;1.0;1.0;128.02;Attivo - gestito;;23
V31939L5000;SC156 - PROFILO DI RIPORTO SOGLIA R.7035;PZ;58.49;1.0;1.0;58.49;Attivo - gestito;;23
V31944L5500;SC156 - BATTUTA MONTANTE PVC;PZ;29.47;;1.0;29.47;Attivo - gestito;;23
V40014;SQUADR. A CIANF.INT.BATT.;CF;265.88;100.0;1.0;2.659;Attivo - gestito;;23
V40022;SQUADR. CIANF.PER TUBOLARE 4.9X10.4;CF;60.69;100.0;1.0;0.607;Attivo - gestito;;23
V41008;C67K-M SQUADRETTA A SPINARE TUB. 9X6.6;CF;20.87;20.0;1.0;1.044;Attivo - gestito;;23
V41010;AK HD SQ.INT.STIPITE;CF;19.53;10.0;1.0;1.953;Attivo - gestito;;23
V41011;AK HD SQ.INT.STIPITE MAGG.;CF;27.48;10.0;1.0;2.748;Attivo - gestito;;23
V42000;SQUADRETTA (13MM) INFINIUM;CF;10.22;8.0;1.0;1.277;Attivo - gestito;;24
V42001;SQUADRETTA A VITE UNIONE A 90°;CF;37.5;8.0;1.0;4.688;Attivo - gestito;;24
V42002;SQUADR. A VITE PER STIPITE SERIE D67;CF;38.84;10.0;1.0;3.884;Attivo - gestito;;24
V42003;SQUADR.A VITE PER BATT SERIE D67;CF;30.79;10.0;1.0;3.079;Attivo - gestito;;24
V42014;SQUADR. ANGOLO VARIABILE TUB=15 H=14,6;CF;38.63;10.0;1.0;3.863;Attivo - gestito;;24
V42016;SQUADRETTA A VITE UNIONE A 90° SOTTO SOG;CF;100.3;1.0;1.0;100.3;Attivo - gestito;;24
V42040;SQUADRETTA TELAIO PER ANGOLO APRIBILE;CF;25.38;4.0;1.0;6.345;Attivo - gestito;;24
V42049;C67K-M SQUADRETTA A VITE TUB. 15X6.6;CF;37.08;20.0;1.0;1.854;Attivo - gestito;;24
V42065;C55K - SQ. PORTA TUBOLARITA` 51.4X30.8;CF;54.07;10.0;1.0;5.407;Attivo - gestito;;24
V42067;C45/55K-NI SQ. STIPITE AD ANGOLO VAR.;CF;52.74;10.0;1.0;5.274;Attivo - gestito;;24
V42078;SC156-HI SQUAD.CENTRALE TELAIO U02024;CF;29.57;10.0;1.0;2.957;Attivo - gestito;;24
V42080;K-VIEW - SQUADRETTA PER ANGOLO 90°GR.;CF;0.96;1.0;1.0;0.963;Attivo - gestito;;24
V43000;SQUADRETTA INTERNA STIPITE C67K;CF;103.39;100.0;1.0;1.034;Attivo - gestito;;24
V43001;SQUADRETTA INTERNA STIPITE MAGG. C67K;CF;135.73;100.0;1.0;1.357;Attivo - gestito;;24
V43011;SQUADRETTA 10.1X7.5 PER SPINA Ø3;CF;81.31;50.0;1.0;1.626;Attivo - gestito;;24
V43013;SQUADRETTA INTERNA STIPITE(TUBOLARE 9.6);CF;34.43;20.0;1.0;1.722;Attivo - gestito;;24
V43014;SQUADRETTA ESTER.STIPITE (TUBOLARE 8.2MM;CF;28.83;20.0;1.0;1.442;Attivo - gestito;;24
V43015;SQUADRETTA INT.BATT.(TUBOLARE 10.4);CF;41.27;20.0;1.0;2.064;Attivo - gestito;;24
V43016;SQUADR. ESTERNA BATT. (TUBOLARE 10.6MM);CF;30.36;20.0;1.0;1.518;Attivo - gestito;;24
V43017;SQUADR. CIANF. STIP. TUB. 13.8X18;CF;176.76;100.0;1.0;1.768;Attivo - gestito;;24
V43018;SQUADR. CIANF. STIP. TUB. 13.8X11.6;CF;170.43;100.0;1.0;1.704;Attivo - gestito;;24
V43019;C67K-M SQUAD.MULT. X TUB. 30/13.7X9/4.5;CF;68.52;20.0;1.0;3.426;Attivo - gestito;;24
V43020;C67K-M SQUAD. MULTIFUNZIONE TUB. 6.5X9;CF;20.31;20.0;1.0;1.016;Attivo - gestito;;24
V43038;SQUADRETTA STIPITE TUBOLARITA` 42X14.6;CF;188.65;100.0;1.0;1.887;Attivo - gestito;;24
V43039;SQUADRETTA STIPITE TUBOLARITA` 42X32.4;CF;67.64;20.0;1.0;3.382;Attivo - gestito;;24
V43040;SQUADRETTA BATT. TUBOLARITA` 46.5X14.6;CF;229.46;100.0;1.0;2.295;Attivo - gestito;;24
V43041;SC156-HI SQUADRETTA PER ANTA U02143;CF;39.1;20.0;1.0;1.955;Attivo - gestito;;24
V46000;SQUADRETTA DI ALLINEAMENTO X  N80020 T34;CF;30.65;50.0;1.0;0.613;Attivo - gestito;;24
V46004;SQUADR. DI ALLIN. STIPITE;CF;21.53;20.0;1.0;1.077;Attivo - gestito;;24
V46004P;CF SQUADRETTA DI ALLINEAMETO STIPITE;CF;209.11;250.0;1.0;0.836;Attivo - gestito;;24
V46005;SQUADR. DI ALLI. BATTENTE;CF;66.77;200.0;1.0;0.334;Attivo - gestito;;24
V46027;SQUADRETTA DI ALLINEAMENTO;CF;27.33;50.0;1.0;0.547;Attivo - gestito;;24
V46028;SQUADR. ALLINEAMENTO ACCIAO INOX;CF;60.32;50.0;1.0;1.206;Attivo - gestito;;24
V46029;SQUADRETTA DI ALLINEAMENTO 1.3X4.8MM;CF;3.87;8.0;1.0;0.484;Attivo - gestito;;24
V47000;CP CAVALL. STIP. TUB. 14.6MM C67K;CF;44.7;10.0;1.0;4.47;Attivo - gestito;;24
V47001;CP CAV. TRAV. STIP. TUB. 19MM C67K;CF;42.49;10.0;1.0;4.249;Attivo - gestito;;24
V47002;CP CAV.TRAV.STIP.MAGG.TUB.32.4  C67K;CF;47.89;10.0;1.0;4.789;Attivo - gestito;;24
V47003;CP CAV.TRAV.BATT. TUB. 16.6MM C67K;CF;54.84;10.0;1.0;5.484;Attivo - gestito;;24
V47005;CP CAV. INT. STI. TUB. 14.6MM SING. C67K;CF;34.98;10.0;1.0;3.498;Attivo - gestito;;24
V47006;CP CAV.TRAV. BATT.STOND. TUB.19MM C67K;CF;56.72;10.0;1.0;5.672;Attivo - gestito;;24
V47007;CP CAV.TRAV. BATT.STOND. TUB.32.4MM C67K;CF;91.59;10.0;1.0;9.159;Attivo - gestito;;24
V47034;CP CAVALL. TRAV. STIP. TUB. 32.4MM;CF;59.04;10.0;1.0;5.904;Attivo - gestito;;24
V47063;C45K-C55K CAVALLOTTO X TUBOLARITA`16.4MM;CF;25.82;20.0;1.0;1.291;Attivo - gestito;;24
V47064;C45K-C55K CAVALLOTTO X TUBOLARITA`18.6MM;CF;21.96;20.0;1.0;1.098;Attivo - gestito;;24
V47065;C45K-C55K CAVALLOTTO X TUBOLARITA`32.4MM;CF;32.03;20.0;1.0;1.602;Attivo - gestito;;24
V47066;C45K-C55K CAVALLOTTO X TUBOLARITA`96MM;CF;10.32;2.0;1.0;5.16;Attivo - gestito;;24
V47067;C45K-C55K CAVALLOTTO X TUBOLARITA`14.6MM;CF;27.26;20.0;1.0;1.363;Attivo - gestito;;24
V47077-B;SC156-HI TAPPO AD ESPANSIONE PER U02024;CF;4.32;4.0;1.0;1.079;Attivo - gestito;;24
V47078;SC156-HI CAVALLOTTI MONT.FISSO OX U02143;CF;14.68;2.0;1.0;7.338;Attivo - gestito;;24
V47079;SC156 - CAVAL FISS U02605 CON U02143;CF;16.33;2.0;1.0;8.166;Attivo - gestito;;24
V50001;SUPP. PER ANTA FISSA (INCLUDE VITI) INFI;CF;22.18;2.0;1.0;11.09;Attivo - gestito;;24
V50002;REGOLATORE INTERNO STIPITE C67K;CF;59.48;100.0;1.0;0.595;Attivo - gestito;;24
V50003;REGOLATORE ESTERNO STIPITE C67K;CF;36.53;100.0;1.0;0.365;Attivo - gestito;;24
V50004;REGOLATORE INTERNO STIPITE MAGGIOR. C67K;CF;59.48;100.0;1.0;0.595;Attivo - gestito;;24
V50006;REGOLATORE PORTE D67;CF;37.52;100.0;1.0;0.375;Attivo - gestito;;24
V50017;MOLLETTA PER FERMAVETRI C67K;CF;9.44;50.0;1.0;0.189;Attivo - gestito;;24
V50025;REGOLATORE STIPITE H 11.3 MM;CF;54.84;100.0;1.0;0.548;Attivo - gestito;;24
V50026;REGOLATORE H11.5 TT CENTRALE STIPITE;CF;75.59;100.0;1.0;0.756;Attivo - gestito;;24
V50030;MOLLETTA PER COPRIFILI INTERNI;CF;18.1;50.0;1.0;0.362;Attivo - gestito;;24
V50033-B;S146LM ACCESSORIO DI ALLINEAMENTO (ANT;CF;10.82;20.0;1.0;0.541;Attivo - gestito;;24
V50050-B;SC156 - SPESSORE DI FISSAGGIO V58034;CF;2.98;1.0;1.0;2.981;Attivo - gestito;;24
V50051;S140 ACC COMPENSAZIONE COVER-LABIRINTO;ML;21.32;100.0;1.0;21.32;Attivo - gestito;;24
V51005;VALVOLA DI DRENAGGIO INFINIUM;CF;49.33;20.0;1.0;2.467;Attivo - gestito;;24
V51007P;CF VALVOLA DI DRENAGGIO;CF;42.85;50.0;1.0;0.857;Attivo - gestito;;25
V51015;MASCHERINA DRENAG. SOGLIA RIBASSATA 67CL;CF;23.62;20.0;1.0;1.181;Attivo - gestito;;25
V51016;TAPPO DI DRENAGGIO SL50-SG50;CF;21.53;20.0;1.0;1.077;Attivo - gestito;;25
V51017;PLZ DRENAGGIO ACQUA;CF;20.81;1.0;1.0;20.81;Attivo - gestito;;25
V51023-B;COPPIA TAPPI LATERALI GOCCIOLATOIO NERI;CF;4.37;10.0;1.0;0.437;Attivo - gestito;;25
V51046-B;S140 - COPPIA TAPPI LATER. GOCCIOLATOIO;CF;6.79;10.0;1.0;0.679;Attivo - gestito;;25
V51047-B;S140 - MASCHERINA DI DRENAGGIO - NERA;CF;10.93;20.0;1.0;0.547;Attivo - gestito;;25
V51048-B;S140 - TAPPO SPECIALE DRENAGGIO OX;CF;4.09;4.0;1.0;1.022;Attivo - gestito;;25
V51049;PLZ - KIT TAPPI DI DRENAGGIO PER N99001;CF;18.11;1.0;1.0;18.113;Attivo - gestito;;25
V51050-B;PLZ - TAPPO FINITURA DRENAGGIO;CF;3.52;1.0;1.0;3.519;Attivo - gestito;;25
V51050-W;PLZ - TAPPO FINITURA DRENAGGIO;CF;8.85;1.0;1.0;8.849;Attivo - gestito;;25
V51052-B;VALVOLINA DI DRENAGGIO;CF;20.58;10.0;1.0;2.058;Attivo - gestito;;25
V52000;CP TAPPI DUE ANTE NERO X PROF. T-Z C67K;CF;3.16;1.0;1.0;3.157;Attivo - gestito;;25
V52001;CP TAPPI DUE ANTE BIANCO X PROF.T-Z C67K;CF;3.16;1.0;1.0;3.157;Attivo - gestito;;25
V52002;CP TAPPI DUE ANTE NERO X PR. STULP  C67K;CF;3.54;1.0;1.0;3.54;Attivo - gestito;;25
V52003;CP TAPPI DUE ANTE BIANCO X STULP  C67K;CF;3.54;1.0;1.0;3.54;Attivo - gestito;;25
V52014;TAPPI T/Z INTERNI 2 ANTE;CF;30.33;20.0;1.0;1.517;Attivo - gestito;;25
V52015;TAPPI T/Z ESTERNI 2 ANTE;CF;32.03;20.0;1.0;1.602;Attivo - gestito;;25
V52020;TAPPI DI FINITURA PER PROFILO CENTRALE U;CF;55.51;1.0;1.0;55.51;Attivo - gestito;;25
V52033-B;TAPPI DUE ANTE PER PROF U20503 C67S NERO;CF;3.54;1.0;1.0;3.54;Attivo - gestito;;25
V52034-B;KIT TAPPI DUE ANTE NERO;CF;4.47;1.0;1.0;4.471;Attivo - gestito;;25
V52034-W;KIT TAPPI DUE ANTE BIANCO;CF;4.47;1.0;1.0;4.471;Attivo - gestito;;25
V52043-B;KIT TAPPI DUE ANTE X PROF.STULP U28502;CF;5.74;1.0;1.0;5.744;Attivo - gestito;;25
V52043-W;KIT TAPPI DUE ANTE X PROF.STULP U28502;CF;5.74;1.0;1.0;5.744;Attivo - gestito;;25
V52044-B;KIT TAPPI DUE ANTE PER PROF. T-Z U28501;CF;5.41;1.0;1.0;5.413;Attivo - gestito;;25
V52044-W;KIT TAPPI DUE ANTE PER PROF. T-Z U28501;CF;5.41;1.0;1.0;5.413;Attivo - gestito;;25
V52048-B;TAPPO PER PROFILO DI GIUNZIONE;CF;89.49;1.0;1.0;89.49;Attivo - gestito;;25
V52049-B;TAPPO PROF.DI RIPORTO CENTRALE;CF;49.88;1.0;1.0;49.88;Attivo - gestito;;25
V52055-B;TAPPI ESTER.PER NODO CENTR.DUE ANTE NERI;CF;9.39;20.0;1.0;0.469;Attivo - gestito;;25
V52061-B;S146LM TAPPO INFERIORE MONTANTE;CF;6.79;5.0;1.0;1.358;Attivo - gestito;;25
V52062-B;S146LM TAPPO SUPERIORE MONTANTE;CF;5.91;5.0;1.0;1.182;Attivo - gestito;;25
V52064-B;KIT DX TAPPI ANGOLO APRIBILE;CF;242.75;1.0;1.0;242.75;Attivo - gestito;;25
V52065-B;KIT SX TAPPI ANGOLO APRIBILE;CF;235.57;1.0;1.0;235.57;Attivo - gestito;;25
