codice;descrizione;um;prezzo_listino;pz_conf;min_vend;prezzo_unitario;stato;note;pagina
742347;TERMINALE USCITA ASTE SX NERO;PZ;25.71;1.0;1.0;25.71;Attivo - gestito;;9
742348;TERMINALE USCITA ASTE DX NERO;PZ;25.71;1.0;1.0;25.71;Attivo - gestito;;9
742350;ASTA X SPAGN D9 L=1600 NERA;PZ;7.45;1.0;1.0;7.452;Attivo - gestito;;9
742354;ASTA X SPAGN D9 L=2600 NERA;PZ;11.81;1.0;1.0;11.809;Attivo - gestito;;9
742377;PASSANTE PER ASTA NERO;PZ;1.0;1.0;1.0;1.004;Attivo - gestito;;9
742380;SERRATURA 1 ANTA DUE CHIUSURE;PZ;100.85;1.0;1.0;100.85;Attivo - gestito;;9
742381;SERRATURA 2 ANTE TRE CHIUSURE;PZ;100.85;1.0;1.0;100.85;Attivo - gestito;;9
742382;SERR 2A PERSIANA SCORREVOLE;PZ;100.85;1.0;1.0;100.85;Attivo - gestito;;9
742383;KIT ASTE PUNTALE + POZZETTO;CF;69.62;1.0;1.0;69.62;Attivo - gestito;;9
742384;CONTROPIASTRA SERR. WELKA;CF;12.01;1.0;1.0;12.006;Attivo - gestito;;9
742385;MANIG. IN NYLON PER SERRATURA NERA 45P;PZ;25.49;1.0;1.0;25.49;Attivo - gestito;;9
742387;MEZZO CILINDRO;PZ;26.82;1.0;1.0;26.82;Attivo - gestito;;9
742388;CIL PASS CORTO PERSIANA SCORR;CF;26.89;1.0;1.0;26.89;Attivo - gestito;;9
742391;MANIGLIA X ANTA NERA;CF;5.58;1.0;1.0;5.579;Attivo - gestito;;9
742393;CATENACCIO ANTA INF L=250 NERO;CF;17.33;1.0;1.0;17.326;Attivo - gestito;;9
742395;CATENACCIO ANTA SUP L=400 V. NERO;CF;20.74;1.0;1.0;20.74;Attivo - gestito;;9
742397;CATENACCIO ANTA TRASV L=400 NERO;CF;17.89;1.0;1.0;17.885;Attivo - gestito;;9
742408;CP TAPPI  K500 SU K562 NERI;CF;112.59;200.0;1.0;0.563;Attivo - gestito;;9
742410;CP TAPPI K500 FISSA CHIUSA NERI;CF;61.69;100.0;1.0;0.617;Attivo - gestito;;9
742413;CP TAPPI K500 FISSA APERTA NERI;CF;61.79;100.0;1.0;0.618;Attivo - gestito;;9
742415;CP TAPPI X COMPENS CURVO K500 NERI;CF;37.75;25.0;1.0;1.51;Attivo - gestito;;9
742416;CP TAPPI COMPENS.K497 LAM.K500 NERI;CF;45.24;30.0;1.0;1.508;Attivo - gestito;;9
742417;CP TAPPI K516 FISSA APERTA NERI;CF;40.39;125.0;1.0;0.323;Attivo - gestito;;9
742418;CP COMPENS K516 FISSA APERTA NERI;CF;23.84;25.0;1.0;0.954;Attivo - gestito;;9
742419;CP COMP RID K516 FISSA APERTA NERI;CF;9.61;25.0;1.0;0.384;Attivo - gestito;;9
742423;CP TAPPI K635 FISSA APERTA NERI 65/10;CF;63.78;125.0;1.0;0.51;Attivo - gestito;;9
742424;CP COMPENS. RIDOTTI X K635 NERI;CF;18.1;25.0;1.0;0.724;Attivo - gestito;;9
742425;CP COMPENS K635 NERI 65/10;CF;20.87;25.0;1.0;0.835;Attivo - gestito;;9
742428;CP TAPPI K634 FISSA APERTA NERI;CF;67.2;125.0;1.0;0.538;Attivo - gestito;;9
742429;CP COMPENS. RIDOTTI X K634 NERI;CF;19.2;25.0;1.0;0.768;Attivo - gestito;;9
742430;CP COMPENS K634 NERI;CF;22.08;25.0;1.0;0.883;Attivo - gestito;;9
742438;CP TAPPI X K500 SU K562 P. VERDE;CF;124.7;200.0;1.0;0.624;Attivo - gestito;;9
742440;CP TAPPI K500 FISSA CHIUSA P.VERDE;CF;68.64;100.0;1.0;0.686;Attivo - gestito;;9
742443;CP TAPPI K500 FISSA APERTA P.VERDE;CF;62.35;100.0;1.0;0.624;Attivo - gestito;;9
742445;CP TAPPI X COMP. CURVO K500 P.VERDE;CF;41.39;25.0;1.0;1.656;Attivo - gestito;;9
742446;CP TAPPI COMPENS.K497 LAM.K500 P.VERD;CF;45.02;30.0;1.0;1.501;Attivo - gestito;;9
742447;CP TAPPI K516 FISSA APERTA P.VERDE;CF;40.05;125.0;1.0;0.32;Attivo - gestito;;9
742448;CP COMP.K516 FISSA APERTA P.VERDE;CF;24.05;25.0;1.0;0.962;Attivo - gestito;;9
742449;CP COMP RID K516 FISSA AP. P.VERDE;CF;9.61;25.0;1.0;0.384;Attivo - gestito;;9
742453;CP TAPPI K635 FISSA AP P.VERDE 65/10;CF;63.67;125.0;1.0;0.509;Attivo - gestito;;9
742454;CP COMPENS. RIDOTTI X K635 P.VERDE;CF;18.32;25.0;1.0;0.733;Attivo - gestito;;9
742455;CP COMPENS K635 P.VERDE 65/10;CF;20.97;25.0;1.0;0.839;Attivo - gestito;;9
742458;CP TAPPI K634 FISSA AP P.VERDE;CF;74.49;125.0;1.0;0.596;Attivo - gestito;;9
742459;CP COMPENS. RIDOTTI X K634 P.VERDE;CF;21.3;25.0;1.0;0.852;Attivo - gestito;;9
742460;CP COMPENS K634 P.VERDE;CF;21.96;25.0;1.0;0.878;Attivo - gestito;;9
742606;MEC +55 PLUS 1MAN  6 LAM V. NERO 36 M/M;CF;10.09;1.0;1.0;10.091;Attivo - gestito;;10
742607;MEC +55 PLUS 1MAN 7 LAM V. NERO 36 M/M;CF;11.89;1.0;1.0;11.892;Attivo - gestito;;10
742608;MEC +55 PLUS 1MAN 8 LAM V. NERO 36 M/M;CF;12.92;1.0;1.0;12.917;Attivo - gestito;;10
742609;MEC +55 PLUS 1MAN 9LAM V. NERO 36 M/M;CF;14.57;1.0;1.0;14.573;Attivo - gestito;;10
742610;MEC +55 PLUS 1 MAN 10 LAM V. NERO 36/M/M;CF;16.5;1.0;1.0;16.498;Attivo - gestito;;10
742611;MEC +55 PLUS 1 MAN 11 LAM V. NERO 363/M;CF;18.64;1.0;1.0;18.64;Attivo - gestito;;10
742612;MEC +55 PLUS 1 MAN 12 LAM V. NERO 36 M/M;CF;20.36;1.0;1.0;20.36;Attivo - gestito;;10
742613;MEC +55 PLUS 1 MAN 13 LAM V. NERO 36 M/M;CF;21.54;1.0;1.0;21.54;Attivo - gestito;;10
742614;MEC +55 PLUS 1 MAN 14 LAM V. NERO 36 M/M;CF;23.57;1.0;1.0;23.57;Attivo - gestito;;10
742615;MEC +55 PLUS 1 MAN 15 LAM V. NERO 36 M/M;CF;25.39;1.0;1.0;25.39;Attivo - gestito;;10
742616;MEC +55 PLUS 1 MAN 16 LAM V. NERO 36 M/M;CF;26.89;1.0;1.0;26.89;Attivo - gestito;;10
742617;MEC +55 PLUS 1 MAN 17 LAM V. NERO 36 M/M;CF;27.26;1.0;1.0;27.26;Attivo - gestito;;10
742618;MEC +55 PLUS 1 MAN 18 LAM V. NERO 36 M/M;CF;30.33;1.0;1.0;30.33;Attivo - gestito;;10
742619;MEC +55 PLUS 1 MAN 19 LAM V. NERO 36 M/M;CF;31.61;1.0;1.0;31.61;Attivo - gestito;;10
742620;MEC +55 PLUS 1 MAN 20 LAM V. NERO 36 M/M;CF;33.75;1.0;1.0;33.75;Attivo - gestito;;10
742621;MEC +55 PLUS 1 MAN 21 LAM V. NERO 36 M/M;CF;35.36;1.0;1.0;35.36;Attivo - gestito;;10
742622;MEC +55 PLUS 1 MAN 22 LAM V. NERO 36 M/M;CF;37.07;1.0;1.0;37.07;Attivo - gestito;;10
742623;MEC +55 PLUS 1 MAN 23 LAM V. NERO 36 M/M;CF;38.78;1.0;1.0;38.78;Attivo - gestito;;10
742624;MEC +55 PLUS 1 MAN 24 LAM V. NERO 36 M/M;CF;40.28;1.0;1.0;40.28;Attivo - gestito;;10
742625;MEC +55 PLUS 1 MAN 25 LAM V. NERO 36 M/M;CF;42.1;1.0;1.0;42.1;Attivo - gestito;;10
742635;MEC +55 PLUS 2MAN 25LAM V. NERO 36 M/M;CF;43.81;1.0;1.0;43.81;Attivo - gestito;;10
742636;MEC +55 PLUS 2MAN 26LAM V. NERO 36 M/M;CF;44.35;1.0;1.0;44.35;Attivo - gestito;;10
742637;MEC +55 PLUS 2MAN 27LAM V. NERO 36 M/M;CF;46.17;1.0;1.0;46.17;Attivo - gestito;;10
742638;MEC +55 PLUS 2MAN 28LAM V. NERO 36 M/M;CF;46.49;1.0;1.0;46.49;Attivo - gestito;;10
742640;MEC +55 PLUS 2MAN 30LAM V. NERO 36 M/M;CF;48.12;1.0;1.0;48.12;Attivo - gestito;;10
742642;MEC +55 PLUS 2MAN 32LAM V. NERO 36 M/M;CF;53.78;1.0;1.0;53.78;Attivo - gestito;;10
742690;KIT MANIGLIA SELETTORE NYLON NERA DX S36;CF;4.42;1.0;1.0;4.419;Attivo - gestito;;10
742691;KIT MANIGLIA SELETTORE NYLON NERA SX S36;CF;4.42;1.0;1.0;4.419;Attivo - gestito;;10
742692;KIT MANIGLIA GIRAFFA NYLON NERA SX 25/36;CF;4.19;1.0;1.0;4.192;Attivo - gestito;;10
742693;KIT MANIGLIA GIRAFFA NYLON NERA DX 25/36;CF;4.19;1.0;1.0;4.192;Attivo - gestito;;10
742695;KIT MANIGLIA SFERA METALLO V. NERA S36;CF;13.81;1.0;1.0;13.807;Attivo - gestito;;10
742696;MANIGLIA STANDARD SX 45P NERA;CF;3.03;1.0;1.0;3.033;Attivo - gestito;;10
742697;MANIGLIA STANDARD DX 45P NERA;CF;3.03;1.0;1.0;3.033;Attivo - gestito;;10
742710;MEC +55 PLUS 1 MAN 10 LAM P.VERDE 36 M/M;CF;18.86;1.0;1.0;18.858;Attivo - gestito;;10
742714;MEC +55 PLUS 1 MAN 14 LAM P.VERDE 36 M/M;CF;24.72;1.0;1.0;24.72;Attivo - gestito;;10
742718;MEC +55 PLUS 1 MAN 18 LAM P.VERDE 36 M/M;CF;31.9;1.0;1.0;31.9;Attivo - gestito;;10
742721;MEC +55 PLUS 1 MAN 21 LAM P.VERDE 36 M/M;CF;37.08;1.0;1.0;37.08;Attivo - gestito;;10
742722;MEC +55 PLUS 1 MAN 22 LAM P.VERDE 36 M/M;CF;39.84;1.0;1.0;39.84;Attivo - gestito;;10
742723;MEC +55 PLUS 1 MAN 23 LAM P.VERDE 36 M/M;CF;40.6;1.0;1.0;40.6;Attivo - gestito;;10
742724;MEC +55 PLUS 1 MAN 24 LAM P.VERDE 36 M/M;CF;43.48;1.0;1.0;43.48;Attivo - gestito;;10
742752;KIT MANIG. GIRAFFA NYLON VERDE SX 25/36;CF;4.7;1.0;1.0;4.699;Attivo - gestito;;10
742753;KIT MANIG. GIRAFFA NYLON VERDE DX 25/36K;CF;4.7;1.0;1.0;4.699;Attivo - gestito;;10
742910;PARACOLPO A MOLLA RESINA NERO;CF;5.86;1.0;1.0;5.858;Attivo - gestito;;10
742911;SPESSORE X PARAC. 10 MM RESINA NERO;CF;1.77;1.0;1.0;1.77;Attivo - gestito;;10
742915;PINZA BLOCCA ANTE RESINA NERA;CF;1.99;1.0;1.0;1.987;Attivo - gestito;;10
742916;CP SPESSORI PER PINZA 10 M/M NERI;CF;1.99;1.0;1.0;1.987;Attivo - gestito;;10
742920;FERMAPERSIANE A PULSANTE NERO;CF;22.84;1.0;1.0;22.84;Attivo - gestito;;10
742922;FERMA ANTE AUTOM RESINA 6/52 MM NERO;CF;9.59;1.0;1.0;9.594;Attivo - gestito;;10
742923;FERMA ANTE AUTOM RESINA 6/145 MM NERO;CF;10.32;1.0;1.0;10.319;Attivo - gestito;;10
742926;SPESSORE 10 MM NERO;CF;2.05;1.0;1.0;2.05;Attivo - gestito;;10
742930;FERMA ANTE BLOCK NERO;CF;3.43;1.0;10.0;3.426;Attivo - gestito;;10
742931;SPESSORE 5 MM NERO;CF;0.29;1.0;1.0;0.29;Attivo - gestito;;10
742932;DISTANZIALE A MURO 10 MM NERO;CF;0.67;1.0;1.0;0.673;Attivo - gestito;;10
742933;VITE SVASATA CAVA ESAG L=95 MM;CF;0.91;1.0;1.0;0.911;Attivo - gestito;;10
742960;VITI AUTOF.INOX TB 4,2X25 NERINOX;CF;63.89;200.0;1.0;0.319;Attivo - gestito;;10
742962;VITI AUTOF.INOX TSP 3,9X19 NERINOX;CF;32.78;200.0;1.0;0.164;Attivo - gestito;;10
742964;VITI AUTOF.INOX TSP 3,9X32 NERINOX;CF;88.5;200.0;1.0;0.443;Attivo - gestito;;10
742968;VITI AUTOF.INOX TSP 3,9X70 NERINOX;CF;48.22;100.0;1.0;0.482;Attivo - gestito;;10
742970;VITI AUTOF.INOX TSP 4,2X9 NERINOX;CF;7.68;100.0;1.0;0.077;Attivo - gestito;;10
742972;RIVETTI OX.NERI 6X12;CF;39.84;200.0;1.0;0.199;Attivo - gestito;;10
742980;VITI AUTOFOR+INS.TORX TBL 4,8X19 NER;CF;54.4;200.0;1.0;0.272;Attivo - gestito;;10
742985;VITI AUTOFOR+INS.TORX TGS 3,9X19 NER;CF;32.66;200.0;1.0;0.163;Attivo - gestito;;10
770170;SQUADRETTA PER PROFILO X179;CF;127.48;20.0;1.0;6.374;Attivo - gestito;;10
790435;CERNIERA PETTINE 45V+MANIG.TRASC. V.NERO;CF;12.25;1.0;1.0;12.254;Attivo - gestito;;11
790438;CERNIERA PETTINE 45V+MANIG.TRASC.RAL9010;CF;12.37;1.0;1.0;12.368;Attivo - gestito;;11
790455;MANIGLIA AD INCASSO SC70 V.NERO;PZ;7.4;1.0;1.0;7.4;Attivo - gestito;;11
790458;MANIGLIA AD INCASSO SC70 RAL9010;CF;7.4;1.0;1.0;7.4;Attivo - gestito;;11
790475;MANIGL. AD INCASSO C/CHIAVE SC70 V.NERO;CF;22.18;1.0;1.0;22.18;Attivo - gestito;;11
790478;MANIGL. AD INCASSO C/CHIAVE SC70 RAL9010;CF;22.18;1.0;1.0;22.18;Attivo - gestito;;11
790535;MANIGLIA INCASSO FISSA SC70/95TT V.NERO;PZ;5.3;1.0;1.0;5.299;Attivo - gestito;;11
790538;MANIGLIA INCASSO FISSA SC70/95TT RAL9010;CF;5.3;1.0;1.0;5.299;Attivo - gestito;;11
790545;MANIGL.TRASCIN.INT. SC70/95TT V.NERO;CF;7.73;1.0;1.0;7.731;Attivo - gestito;;11
790548;MANIGL.TRASCIN.INT.SC70/95TT RAL9010;CF;7.73;1.0;1.0;7.731;Attivo - gestito;;11
791010;SQUADR. CIANFR. PER SG50;CF;24.94;50.0;1.0;0.499;Attivo - gestito;;11
79RX040;CONTROPIASTRA CERNIERA BSF70;CF;1.56;1.0;1.0;1.563;Attivo - gestito;;11
79RX041;CONTROPIASTRA CARRELLI 79RX706 BSF70;CF;1.56;1.0;1.0;1.563;Attivo - gestito;;11
79RX1804;DOPPIA MANIGLIA NERA BSF70;CF;32.14;1.0;1.0;32.14;Attivo - gestito;;11
79RX194;CILINDRO STANDARD 45/45 BSF70;CF;14.68;1.0;1.0;14.676;Attivo - gestito;;11
79RX600;SQUADRETTA 18.9 MM BSF70;CF;2.93;1.0;1.0;2.929;Attivo - gestito;;11
79RX601;SQUADRETTA 13.7 MM BSF70;CF;2.93;1.0;1.0;2.929;Attivo - gestito;;11
79RX610;GUIDA INFERIORE  L6500 BSF70;CF;30.33;1.0;1.0;30.33;Attivo - gestito;;11
79RX616;ANGOLO VULCAN. SUPERIORE CARRELLO BSF70;CF;9.06;1.0;1.0;9.056;Attivo - gestito;;11
79RX617;ANGOLO VULCANIZZATO SUPERIORE BSF70;CF;8.04;1.0;1.0;8.042;Attivo - gestito;;11
79RX618;ANGOLO VULC. INFERIORE CARRELLO BSF70;CF;8.31;1.0;1.0;8.311;Attivo - gestito;;11
79RX619;ANGOLO VULCANIZZATO INFERIORE BSF70;CF;8.31;1.0;1.0;8.311;Attivo - gestito;;11
