Codice;Prezzo;Unità
202133;4.85;1
202170;2.11;1
202171;3.21;1
202172;4.21;1
202205;6.05;1
202206;2.37;1
202207;3.14;1
202208;3.43;1
202209;3.72;1
202210;2.68;1
202211;2.94;1
202212;3.19;1
202213;3.79;1
202214;4.14;1
202215;4.50;1
202216;4.80;1
202217;8.11;1
202218;9.08;1
202219;4.15;1
202220;5.12;1
202221;5.78;1
202223;1.55;1
202224;1.53;1
202225;1.57;1
202226;1.64;1
202251;2.02;1
202252;2.79;1
202269;2.87;1
202270;0.81;1
202271;0.69;1
202275;3.56;1
202311;1.65;1
202316;13.86;1
202317;14.67;1
202318;17.67;1
202319;19.00;1
202338;16.81;1
202344;2.73;1
202366;1.67;1
202471;2.42;1
202472;6.79;1
202473;8.67;1
202475;7.19;1
202491;2.37;1
202492;3.24;1
202493;2.91;1
202494;4.71;1
202495;4.23;1
202497;5.45;1
202533;0.72;1
202534;0.72;1
202535;0.72;1
202536;0.72;1
202537;0.72;1
202539;1.08;1
202541;0.77;1
202542;0.77;1
202543;0.77;1
202544;0.77;1
202545;0.77;1
202581;0.98;1
202588;3.70;1
202623;80.87;1
202624;32.57;1
202625;45.13;1
202626;41.20;1
202628;42.40;1
202630;41.20;1
202641;42.67;1
202705;7.20;1
202706;9.42;1
202708;11.98;1
202709;12.76;1
202710;14.03;1
202737;5.90;1
202738;6.65;1
202739;4.57;1
202747;7.21;1
202751;1.12;1
202843;3.56;1
202848;0.77;1
202867;1.24;1
202873;1.84;1
202879;2.17;1
202880;2.17;1
202922;1.72;1
202923;1.72;1
202924;1.85;1
202925;1.85;1
202926;2.30;1
202927;2.30;1
202928;1.97;1
202929;1.97;1
20293;5.33;1
202930;2.12;1
202931;2.12;1
202932;2.64;1
202933;2.64;1
203001;427.16;1
203004;440.44;1
203010;464.94;1
203013;479.39;1
203028;592.56;1
203031;610.97;1
203059;2.02;1
203075;1.50;1
203076;2.19;1
203082;46.65;1
203152;46.65;1
203170;46.59;1
203181;40.69;1
203192;14.99;1
203194;14.38;1
203206;17.38;1
203215;14.38;1
203216;15.86;1
203217;14.82;1
203222;14.38;1
203223;15.86;1
203230;17.38;1
203231;16.25;1
203296;19.52;1
203304;23.18;1
203305;27.79;1
203306;29.52;1
203307;23.18;1
203308;23.82;1
203309;27.79;1
203310;27.79;1
203311;27.79;1
203316;40.36;1
203318;46.70;1
203319;40.36;1
203321;44.98;1
203322;44.98;1
203329;42.26;100
203436;10.18;1
203480;2.45;1
203482;2.03;1
203496;1.78;1
203502;8.64;1
203503;8.64;1
203551;3.56;1
203552;3.56;1
203696;27.65;1
203697;4.21;1
203698;4.21;1
203699;4.21;1
203765;4.05;1
203766;1.92;1
203767;1.92;1
203768;1.47;1
203769;1.59;1
203771;5.15;1
203784;9.17;1
203785;9.17;1
203786;9.17;1
203787;9.17;1
203788;9.17;1
203790;18.06;1
203791;20.31;1
203792;20.31;1
203797;44.45;1
203809;3.24;1
203810;4.62;1
203828;26.70;1
203829;29.86;1
203830;31.43;1
203831;33.01;1
203832;34.58;1
203833;36.17;1
203834;27.65;1
203835;29.86;1
203836;31.43;1
203837;33.01;1
203838;34.58;1
203839;36.17;1
203844;53.47;1
203847;1.81;1
203848;1.81;1
203861;23.83;1
203862;23.83;1
203888;28.55;1
203889;27.79;1
203890;17.75;1
203893;51.08;1
203894;41.38;1
203895;35.51;1
203896;35.51;1
203897;35.51;1
203900;45.13;1
203901;41.38;1
203902;42.40;1
203903;44.91;1
203904;41.20;1
203918;28.57;1
203961;41.11;1
204033;10.29;1
204039;56.89;100
204047;1.76;1
204062;3.31;1
204063;3.56;1
204067;3.56;1
204071;3.56;1
204115;2.41;1
204116;2.41;1
204117;1.10;1
204118;1.10;1
204120;3.56;1
204121;4.01;1
204142;2.38;1
204245;2.74;1
204249;2.97;1
204265;1.12;1
204301;29.92;1
204404;2.97;1
204407;1.32;1
204408;0.91;1
204409;1.26;1
204410;2.38;1
204417;1.46;1
204418;1.10;1
204419;1.26;1
204420;1.68;1
204423;2.44;1
204424;2.67;1
204426;3.75;1
204436;1.97;1
204437;1.97;1
204438;2.27;1
204439;2.27;1
204443;2.24;1
204445;2.39;1
204447;2.78;1
204771;17.92;1
204772;10.79;1
204773;3.68;1
204774;12.91;1
204775;7.12;1
204776;20.74;1
204779;58.47;100
204808;2.42;1
204827;2.53;1
204828;2.70;1
204829;3.12;1
204830;3.35;1
204831;1.53;1
204832;1.65;1
204833;1.76;1
204834;2.05;1
20506;3.41;1
205152;3.25;1
205177;3.24;1
205464;10.39;1
205465;9.29;1
205472;10.50;1
205473;9.40;1
205479;11.63;1
205480;10.61;1
205487;9.51;1
205488;11.74;1
205489;10.72;1
205490;10.83;1
205491;9.84;1
205492;10.94;1
205493;12.07;1
20550;17.81;1
205513;3.79;1
205514;5.41;1
205515;6.56;1
205516;8.30;1
205517;3.88;1
205518;5.53;1
205520;7.69;1
205523;8.38;1
205525;3.96;1
205529;4.04;1
205530;5.76;1
205531;9.65;1
205532;7.57;1
205533;9.54;1
205534;5.65;1
205535;7.80;1
205536;9.77;1
205537;7.92;1
205538;9.89;1
205539;4.12;1
205540;4.21;1
205541;6.65;1
205542;2.03;1
205543;3.08;1
205544;4.03;1
205545;3.80;1
205546;1.88;1
205547;2.09;1
205548;2.29;1
205549;3.04;1
205550;4.33;1
205551;4.86;1
205563;34.10;100
205571;19.31;1
205602;16.94;1
205623;21.76;1
205624;19.62;1
205627;17.24;1
205628;22.08;1
205629;19.93;1
205630;22.39;1
205631;20.24;1
205632;22.70;1
205633;20.56;1
205634;23.01;1
205635;20.86;1
205636;23.32;1
205643;6.29;1
205644;3.61;1
205649;13.02;1
205664;5.93;1
205665;5.93;1
205670;13.44;1
205671;13.72;1
205672;14.00;1
205673;14.29;1
205674;18.09;1
205675;18.37;1
205717;4.44;1
205774;56.89;100
205775;1.64;1
205921;60.17;100
205933;3.01;1
205934;4.23;1
205940;3.33;1
205941;3.89;1
205962;1.06;1
205964;2.45;1
205965;2.64;1
205966;3.54;1
205967;4.31;1
205968;4.62;1
205970;2.07;1
205971;4.22;1
205972;5.53;1
205995;6.79;1
206049;27.44;1
206067;52.22;1
206073;52.42;1
206074;52.42;1
206075;63.84;1
206076;63.84;1
206077;1.24;1
206106;13.08;1
206107;8.17;1
206108;8.19;1
206113;34.69;100
206114;34.69;100
206143;0.90;1
206153;17.56;1
206155;18.18;1
206163;7.62;1
206165;7.62;1
206174;12.02;1
206190;4.77;1
206196;0.82;1
206197;2.00;1
206200;2.02;1
206207;1.87;1
206230;40.43;1
206231;2.76;1
206260;41.05;1
206268;9.65;1
206269;11.55;1
206270;14.00;1
206271;18.44;1
206274;11.58;1
206275;11.58;1
206276;11.58;1
206277;11.58;1
206278;11.58;1
206279;11.58;1
206280;11.58;1
206281;11.58;1
206284;11.03;1
206285;11.03;1
206286;12.61;1
206287;12.61;1
206288;12.61;1
206289;12.61;1
206290;12.61;1
206291;12.61;1
206292;12.61;1
206293;12.61;1
206308;5.88;1
206309;8.04;1
206310;10.00;1
206315;6.95;1
206327;5.71;1
206328;5.71;1
206335;5.08;1
206336;5.08;1
206337;5.08;1
206340;6.20;1
206349;6.12;1
206350;6.12;1
206351;6.12;1
206352;6.12;1
206357;6.26;1
206358;6.26;1
206360;6.26;1
206399;11.51;1
206400;11.85;1
206401;11.96;1
206402;9.62;1
206403;9.73;1
206417;6.91;1
206438;1.50;1
206439;1.50;1
206454;17.43;1
206455;3.16;1
206497;3.57;1
206538;2.43;1
206548;26.11;1
206581;35.11;1
206582;3.49;1
206584;1.07;1
206586;1.27;1
206588;0.70;1
206597;15.44;1
206599;1.12;1
206614;2.08;1
206630;1.56;1
206692;1.32;1
206698;1.35;1
206704;1.22;1
206748;4.14;1
206751;80.45;1
206777;3.70;1
206802;0.95;1
206810;2.89;1
206816;3.00;1
206817;3.49;1
206840;14.03;1
206847;4.29;1
206848;0.88;1
206856;0.68;1
206860;5.88;1
206862;1.39;1
206863;1.50;1
206864;1.60;1
206865;1.84;1
206866;1.98;1
206881;41.07;1
206884;3.57;1
206911;3.56;1
206912;3.56;1
206919;4.01;1
206921;4.01;1
206922;4.01;1
206923;4.01;1
206924;4.48;1
206925;4.01;1
206926;4.01;1
206927;4.01;1
206929;4.01;1
206931;4.01;1
206933;4.01;1
206935;4.01;1
206936;4.01;1
20695;3.64;1
206977;0.90;1
206984;17.87;1
206985;18.49;1
206986;1.91;1
206996;2.18;1
206997;2.18;1
206998;0.72;1
206999;0.77;1
207000;0.77;1
207003;19.66;1
207006;1.00;1
207007;1.00;1
207014;20.89;1
207065;12.49;1
207066;12.49;1
207084;1.09;1
207116;20.44;1
207122;0.74;1
207123;0.79;1
207124;0.92;1
207155;3.56;1
207242;4.75;1
207267;0.70;1
207268;0.70;1
207278;1.27;1
207279;1.57;1
207283;20.94;1
207300;141.99;1
207301;3.84;1
207302;3.41;1
207303;4.61;1
207304;3.27;1
207305;5.13;1
207306;4.44;1
207308;6.69;1
207312;3.57;1
207314;19.07;1
207316;14.56;1
207317;18.65;1
207318;18.93;1
207360;51.57;100
207368;46.82;100
207391;2.31;1
207392;2.31;1
207431;1.62;1
207432;1.18;1
207434;52.91;100
207435;50.93;100
207445;5.00;1
207446;3.77;1
207447;4.32;1
207564;2.67;1
207569;2.68;1
207631;7.47;1
207703;1.12;1
207817;0.94;1
207830;28.41;1
207831;28.41;1
207861;3.74;1
207862;3.74;1
207870;1.35;1
207871;1.35;1
207872;1.75;1
207873;1.75;1
207876;0.83;1
207877;0.76;1
207880;1.00;1
207881;1.00;1
207882;0.70;1
207884;0.93;1
207885;0.70;1
207888;0.70;1
207889;0.93;1
207890;0.70;1
207891;0.93;1
207892;0.70;1
207895;0.70;1
207897;0.93;1
207898;0.93;1
207899;0.93;1
207902;1.27;1
207904;2.48;1
207905;2.48;1
207906;2.28;1
207907;2.28;1
207908;1.36;1
207909;1.36;1
207910;1.36;1
207911;1.36;1
207912;1.36;1
207913;1.36;1
207914;1.36;1
207915;1.36;1
207916;1.58;1
207917;1.58;1
207918;1.53;1
207919;1.53;1
207920;1.53;1
207921;1.53;1
207922;2.72;1
207923;2.72;1
207926;2.72;1
207927;2.72;1
207928;2.72;1
207929;2.72;1
207936;1.66;1
207942;1.75;1
207946;1.75;1
207947;1.75;1
207948;1.75;1
207949;1.75;1
208136;29.39;1
208195;0.68;1
208323;4.25;1
208324;4.91;1
208325;5.90;1
208326;7.24;1
208327;8.55;1
208328;2.82;1
208329;3.34;1
208330;4.14;1
208331;5.21;1
208332;6.27;1
208333;7.19;1
208338;2.73;1
208395;3.52;1
208415;9.44;1
208432;1.68;1
208433;6.79;1
208434;8.19;1
208435;8.17;1
208436;7.87;1
208437;1.60;1
208438;2.70;1
208439;1.12;1
208440;1.86;1
208442;2.20;1
208443;2.27;1
208469;30.58;1
208470;55.58;1
208471;55.58;1
208601;6.69;1
208602;6.69;1
208747;11.26;1
208748;14.60;1
208750;5.19;1
208751;8.45;1
208752;8.45;1
208754;5.58;1
208773;11.03;1
208774;11.03;1
208775;11.03;1
208776;11.03;1
208777;4.61;1
208779;5.82;1
208780;6.23;1
208781;4.14;1
208782;4.50;1
208783;5.81;1
208784;6.23;1
208785;7.15;1
208786;5.34;1
208793;11.03;1
208794;11.03;1
208795;11.03;1
208796;11.03;1
208804;4.28;1
208880;4.21;1
208887;1.11;1
208888;1.71;1
208889;1.71;1
208892;16.34;1
20890;15.43;1
208931;3.57;1
208936;1.40;1
208954;3.82;1
208955;3.82;1
208956;1.65;1
208967;6.69;1
208970;7.61;1
208983;3.88;1
208993;3.01;1
208998;10.00;1
208999;13.65;1
209000;11.74;1
209023;6.24;1
209026;3.88;1
209033;27.20;1
209034;1.97;1
209068;3.00;1
209073;4.50;1
209076;18.29;1
209089;5.02;1
209090;5.02;1
209091;5.27;1
209094;5.02;1
209095;5.02;1
209099;5.02;1
209100;5.02;1
209101;5.27;1
209102;5.27;1
209103;4.90;1
209104;5.02;1
209105;5.02;1
209109;5.02;1
209110;5.02;1
209114;5.02;1
209115;5.02;1
209124;5.02;1
209125;5.02;1
209134;5.02;1
209135;5.02;1
209137;5.27;1
209139;5.02;1
209140;5.02;1
209144;5.02;1
209145;5.02;1
209159;5.02;1
209160;5.02;1
209164;5.02;1
209165;5.02;1
209167;5.27;1
209169;5.02;1
209170;5.02;1
209174;5.02;1
209179;5.02;1
209189;5.02;1
209190;5.02;1
20926;11.89;1
209261;3.84;1
209263;4.75;1
209267;4.99;1
209270;1.62;1
209272;1.73;1
209273;1.73;1
209297;4.24;1
209303;5.27;1
209338;0.66;1
209340;3.12;1
209347;3.12;1
209355;3.70;1
209357;20.94;1
209364;1.92;1
209365;1.45;1
209370;1.63;1
209371;1.82;1
209372;2.44;1
209373;2.70;1
209374;2.70;1
209375;2.97;1
209376;2.97;1
209377;3.93;1
209378;3.91;1
209379;4.22;1
209381;4.21;1
209382;6.30;1
209383;4.90;1
209384;7.15;1
209385;5.57;1
209386;8.03;1
209387;6.26;1
209407;1.53;1
209408;1.53;1
209409;1.53;1
209410;1.53;1
209411;1.61;1
209412;1.61;1
209413;1.61;1
209414;1.61;1
209418;2.28;1
209422;1.73;1
209423;1.68;1
209424;1.80;1
209425;1.91;1
209430;1.83;1
209431;1.79;1
209432;1.90;1
209433;2.03;1
209434;1.89;1
209435;1.89;1
209436;2.11;1
209437;1.89;1
209438;1.89;1
209439;2.11;1
209440;2.01;1
209443;2.01;1
209446;1.89;1
209447;1.98;1
209448;2.08;1
209449;2.11;1
209450;1.89;1
209451;1.98;1
209452;2.08;1
209453;2.11;1
209463;2.11;1
209464;2.21;1
209466;2.01;1
209467;2.11;1
209468;2.21;1
20947;0.56;1
209471;1.87;1
209474;3.81;1
209475;1.58;1
209476;1.80;1
209477;2.08;1
209478;2.25;1
209479;1.82;1
209485;1.72;1
209486;1.95;1
209487;2.26;1
209488;1.98;1
209489;2.44;1
209493;1.36;1
209494;1.36;1
209495;1.61;1
209496;1.61;1
209500;2.37;1
209501;2.37;1
209507;2.84;1
209508;3.59;1
209509;3.59;1
209510;4.35;1
209511;4.35;1
209512;5.15;1
209513;5.11;1
209514;5.49;1
209515;5.49;1
209516;5.43;1
209517;6.29;1
209518;7.04;1
209519;7.85;1
209556;3.31;1
209558;4.18;1
209590;2.05;1
209594;1.76;1
209595;1.76;1
209609;3.51;1
209610;2.71;1
209611;4.17;1
209623;4.22;1
209637;3.53;1
209647;5.15;1
209648;6.02;1
209655;7.13;1
209670;6.33;1
209671;8.08;1
209723;1.75;1
209770;2.45;1
209774;17.91;1
209775;3.02;1
209776;3.11;1
209793;3.56;1
209809;3.35;1
209810;3.35;1
209859;53.10;100
209862;1.95;1
209863;1.95;1
209865;1.12;1
209867;1.05;1
209868;11.41;1
209870;1.95;1
209881;2.35;1
209882;3.50;1
209883;4.03;1
209892;1.12;1
209907;3.35;1
209908;3.35;1
209909;4.18;1
209910;3.94;1
209911;3.94;1
209912;3.61;1
209935;1.51;1
209936;1.73;1
209937;1.81;1
209938;1.87;1
209939;2.02;1
209941;3.13;1
209943;1.83;1
209944;3.46;1
209946;2.14;1
209968;20.21;1
209972;15.99;1
209973;15.99;1
209974;14.63;1
209975;14.63;1
209977;4.90;1
209978;4.90;1
209979;4.90;1
209980;4.90;1
209981;4.90;1
209983;4.90;1
209985;4.90;1
209986;4.90;1
209987;4.90;1
209988;4.90;1
209989;4.90;1
209993;4.90;1
209999;47.42;100
210000;1.05;1
210002;1.11;1
210003;1.11;1
210016;9.05;1
210017;9.05;1
210025;0.96;1
210066;9.25;1
210067;9.77;1
210071;51.17;1
210096;6.56;1
210111;26.54;1
210279;46.82;100
210335;10.20;1
210336;11.36;1
210337;12.70;1
210338;13.22;1
210339;14.46;1
210340;15.63;1
210341;16.86;1
210347;17.81;1
210353;1.65;1
210354;1.87;1
210355;2.17;1
210356;2.34;1
210357;1.90;1
210358;5.88;1
210359;6.11;1
210360;6.45;1
210361;6.54;1
210362;5.39;1
210363;5.55;1
210364;5.88;1
210365;6.11;1
210368;8.70;1
210369;8.89;1
210370;9.38;1
210379;1.95;1
210380;10.90;1
210381;12.26;1
210382;13.60;1
210383;15.23;1
210388;2.04;1
210389;2.15;1
210392;2.04;1
210393;2.15;1
210394;2.16;1
210395;1.95;1
210396;1.95;1
210397;2.16;1
210398;1.95;1
210399;1.95;1
210401;1.78;1
210402;1.56;1
210403;1.78;1
210404;1.87;1
210405;1.93;1
210406;2.08;1
210409;1.73;1
210410;1.85;1
210411;1.93;1
210412;1.98;1
210440;2.06;1
210441;1.38;1
210442;1.38;1
210480;11.26;1
210491;20.40;1
210492;11.78;1
210496;2.02;1
210501;2.76;1
210502;2.76;1
210523;1.27;1
210524;2.85;1
210525;2.85;1
210526;2.84;1
210527;2.84;1
210529;8.05;1
210530;9.05;1
210531;10.05;1
210532;11.25;1
210536;18.86;1
210561;4.08;1
210562;3.50;1
210563;4.03;1
21058;9.23;1
210594;7.21;1
210595;7.21;1
210600;4.05;1
210601;4.05;1
210605;7.21;1
210606;7.21;1
210609;7.09;1
210611;6.43;1
210612;6.43;1
210613;6.43;1
210614;6.43;1
210615;5.61;1
210616;5.61;1
210617;5.61;1
210618;5.61;1
21062;0.79;1
210726;28.41;1
210727;28.41;1
210730;28.41;1
210731;28.41;1
210732;28.41;1
210733;28.41;1
210734;28.41;1
210735;28.41;1
210737;28.41;1
210744;28.41;1
210745;28.41;1
210779;4.18;1
210780;3.94;1
210781;3.94;1
210782;3.61;1
210809;8.64;1
210810;8.64;1
210811;8.64;1
210812;8.64;1
210813;8.64;1
210814;8.64;1
210815;8.64;1
210816;8.64;1
210876;10.00;1
210896;1.53;1
210913;28.41;1
210914;28.41;1
210941;11.36;1
210942;7.78;1
210943;23.82;1
210944;26.75;1
210983;3.96;1
210984;6.12;1
210985;10.42;1
211010;26.34;1
211033;1.23;1
211035;1.68;1
211036;1.68;1
211071;1.79;1
211072;2.29;1
211128;1.71;1
211154;3.56;1
211230;1.63;1
211267;26.66;1
211268;26.34;1
211293;4.21;1
211295;4.62;1
211296;4.22;1
211297;4.62;1
211368;1.13;1
211369;0.90;1
211395;1.96;1
211435;4.12;1
211436;4.48;1
211506;89.34;100
211543;3.56;1
211544;3.56;1
211545;3.56;1
211546;3.56;1
211549;3.56;1
211550;3.56;1
211551;3.56;1
211552;3.56;1
211553;3.56;1
211554;3.56;1
211555;3.56;1
211556;3.56;1
211557;3.56;1
211558;4.08;1
211563;3.56;1
211578;1.26;1
211597;3.12;1
211598;3.12;1
211611;36.97;1
211612;40.52;1
211629;0.90;1
211638;28.41;1
211673;2.40;1
211674;2.40;1
211675;2.58;1
211676;2.58;1
211677;2.76;1
211678;2.76;1
211694;2.80;1
211695;3.01;1
211696;3.22;1
211697;3.33;1
211698;3.60;1
211699;3.87;1
211720;2.28;1
211721;2.28;1
211736;3.11;1
211740;6.83;1
211745;1.96;1
211752;1.99;1
211753;2.04;1
211754;2.11;1
211755;2.24;1
211784;2.61;1
211791;2.34;1
211792;3.55;1
211793;3.55;1
211794;4.51;1
211795;4.51;1
211796;5.46;1
211797;5.46;1
211798;6.43;1
211799;6.43;1
211800;6.85;1
211801;6.85;1
211802;7.80;1
211803;7.80;1
211804;8.76;1
211805;8.76;1
211806;9.72;1
211807;9.72;1
211809;1.38;1
211811;1.60;1
211826;1.75;1
211869;6.65;1
211870;6.65;1
211898;2.99;1
211899;2.99;1
211900;3.24;1
211901;3.24;1
211902;3.48;1
211903;3.48;1
211904;3.45;1
211905;3.73;1
211906;4.01;1
211924;1.74;1
211925;1.99;1
211926;2.60;1
211928;3.15;1
211929;1.77;1
211930;2.03;1
211931;2.66;1
211932;3.99;1
211933;3.22;1
211934;2.76;1
211936;0.95;1
211937;2.59;1
211938;2.97;1
211959;8.29;1
211960;1.32;1
211961;1.78;1
211962;2.23;1
211963;2.57;1
211964;3.03;1
211965;3.52;1
211966;3.98;1
211967;4.19;1
211968;4.66;1
211969;5.14;1
211970;5.61;1
211971;3.03;1
211972;3.52;1
211973;3.98;1
211974;1.25;1
211975;1.58;1
211981;3.15;1
211982;3.55;1
211983;4.10;1
211984;4.67;1
211985;5.22;1
211986;5.46;1
211987;6.01;1
211988;6.59;1
211989;2.44;1
211990;2.89;1
211991;3.57;1
211992;4.51;1
211993;5.41;1
211994;6.81;1
212000;4.11;1
212001;4.84;1
212002;5.56;1
212003;6.29;1
212004;6.61;1
212005;7.38;1
212006;8.11;1
212007;8.87;1
212008;4.84;1
212009;5.56;1
212010;6.29;1
212023;8.29;1
212024;8.29;1
212028;3.15;1
212029;3.56;1
212030;3.89;1
212031;3.89;1
212032;4.21;1
212033;4.21;1
212034;5.39;1
212035;5.41;1
212036;5.78;1
212037;5.78;1
212038;6.63;1
212040;7.46;1
212042;2.89;1
212045;3.42;1
212046;4.41;1
212049;3.70;1
212050;4.01;1
212054;5.51;1
212057;7.11;1
212066;5.76;1
212077;3.36;1
212078;3.62;1
212079;3.87;1
212080;4.08;1
212081;4.40;1
212082;4.73;1
212118;2.35;1
212119;1.98;1
212120;2.60;1
212121;2.19;1
212122;2.85;1
212123;2.40;1
212125;3.17;1
212127;3.41;1
212130;3.96;1
212133;4.49;1
212136;5.04;1
212157;2.17;1
212159;3.30;1
212161;4.32;1
212184;5.77;1
212185;6.19;1
212209;1.28;1
212210;1.28;1
212211;1.46;1
212212;1.36;1
212213;1.26;1
212214;2.95;1
212256;18.52;1
212258;19.20;1
212282;5.88;1
212283;5.88;1
212299;3.48;1
212302;3.56;1
212305;2.22;1
212306;1.53;1
212307;1.53;1
212308;10.24;1
212339;6.65;1
212343;1.12;1
212371;3.99;1
212408;83.58;100
212411;82.88;1
212413;81.69;1
212414;81.69;1
212415;82.88;1
212416;82.88;1
212419;9.72;1
212420;9.72;1
212421;12.47;1
212422;12.47;1
212461;5.02;1
212463;3.56;1
212472;1.87;1
212473;1.87;1
212474;0.90;1
212475;1.26;1
212476;1.26;1
212479;27.17;100
212487;0.90;1
212505;7.13;1
212507;13.26;1
212508;13.26;1
212509;10.64;1
212510;10.64;1
212511;6.48;1
212512;6.48;1
212519;2.15;1
212520;2.15;1
212521;1.68;1
212522;1.68;1
212523;1.23;1
212524;1.15;1
212526;13.26;1
212527;13.26;1
212528;10.64;1
212529;10.64;1
212530;6.48;1
212531;6.48;1
212538;10.78;1
212539;10.78;1
212540;8.65;1
212541;8.65;1
212542;5.27;1
212543;5.27;1
212591;30.86;1
212598;105.55;100
212599;105.55;100
212634;4.19;1
212637;5.89;1
212643;22.86;1
212644;13.79;1
212645;12.81;1
212646;13.55;1
212647;3.59;1
212649;1.82;1
212656;5.85;1
212658;1.51;1
212659;6.04;1
212660;6.04;1
212663;6.79;1
212664;6.79;1
212666;6.12;1
212667;6.12;1
212670;5.08;1
212671;5.08;1
212685;1.26;1
212686;1.36;1
212687;1.46;1
212688;1.18;1
212689;1.18;1
212694;4.52;1
212702;8.34;1
212703;9.98;1
212704;12.09;1
212710;7.53;1
212724;6.61;1
212726;8.11;1
212727;8.11;1
212728;9.30;1
212742;1.58;1
212743;1.70;1
212745;2.34;1
212758;24.84;1
212759;15.04;1
212761;16.60;1
212762;24.84;1
212765;14.87;1
212767;8.24;1
212769;4.05;1
212772;15.06;1
212774;15.71;1
212776;18.62;1
212820;2.73;1
212826;0.93;1
212890;16.29;1
212891;18.07;1
212894;23.41;1
212898;14.69;1
212936;9.82;1
212937;9.82;1
212939;9.82;1
212940;9.82;1
212941;9.82;1
212949;30.95;1
212963;26.81;1
212967;1.17;1
212968;1.17;1
212970;5.32;1
212996;2.15;1
212997;2.74;1
212998;4.67;1
212999;5.95;1
213041;5.40;1
213042;5.40;1
213043;4.57;1
213044;6.90;1
213046;12.81;1
213048;15.71;1
213049;17.17;1
213050;18.62;1
213051;21.53;1
213054;12.13;1
213055;13.74;1
213056;16.29;1
213057;16.96;1
213058;19.84;1
213059;23.41;1
213066;14.69;1
213071;6.00;1
213072;8.15;1
213073;10.12;1
213074;14.85;1
213075;19.21;1
213096;9.23;1
213097;9.23;1
213099;11.24;1
213115;81.47;1
213117;82.64;1
213118;82.64;1
213119;81.47;1
213120;81.47;1
213172;2.64;1
213180;3.56;1
213217;10.17;1
213220;7.11;1
213227;7.78;1
213237;9.49;1
213239;9.49;1
213240;9.48;1
213241;9.48;1
213272;4.90;1
21328;18.91;1
213287;24.71;100
21329;18.78;1
213310;15.75;1
213325;2.97;1
213334;32.57;1
213335;45.13;1
213336;41.20;1
213337;32.57;1
213338;42.40;1
213339;41.20;1
213340;41.38;1
213348;5.94;1
213349;6.32;1
213359;28.41;1
213377;29.62;1
